"dataset","tissue","celltype","marker"
"tabulasapiens_top20","Tongue","schwann cell","CDH19,PLP1,MYOT,SOX10,SHC4,AZGP1,FOXD3,FOXD3-AS1,FABP7,CTXND1,MIA,KIF1A,PANTR1,SLC10A4,C1QL3,AC046168.2,STK32A-AS1,CMTM5,AL355596.1,GFRA3"
"tabulasapiens_top30","Tongue","epithelial cell","IGKC,IGLC2,IGHA1,LGALS7B,IGHG1,IGHG2,RNASE1,LRRC75A,TPSB2,S100A7,MT2A,RPL10P9,KRT3,PI3,TIMP1,MT1E,AKR1C2,AKR1C1,WFDC21P,SPRR2E,MIF,MT1G,RPL36A,TPSAB1,FXYD3,IFITM3,RPL17,DEFB4A,KRT15,SPRR2D"
"tabulasapiens_top30","Tongue","basal cell","DST,XIST,COL17A1,VMP1,AC021078.1,THSD4,EXPH5,LAMB3,DENND2C,CDH3,RND3,WEE1,SLC7A1,DSC3,GAN,MTATP6P1,KRT14,MIR205HG,SYNE2,KLF5,NRP2,CXADR,TNS4,AC036176.3,PAWR,KRT5,ETS2,CHL1,SERPINB5,KIAA1217"
"tabulasapiens_top30","Tongue","immune cell","SRGN,CXCR4,PTPRC,RGS1,IL7R,GPR183,ARHGDIB,FYB1,STK17B,CD52,ARL4C,LCP1,IL32,CD69,VIM,SAMSN1,RUNX3,CD2,CD3D,CYTIP,TSC22D3,STK4,S100A4,LAPTM5,SLC2A3,RGCC,HCST,SMAP2,ALOX5AP,CD3G"
"tabulasapiens_top30","Tongue","fibroblast","APOD,C1S,COL1A2,SERPING1,COL6A3,COL6A2,PRELP,COL6A1,MMP2,COL3A1,CFH,LUM,PLAC9,LAMA2,IGF1,SOD3,COMP,OLFML3,SFRP2,PCOLCE,FBLN2,NID1,FSTL1,RARRES2,ITGBL1,CRISPLD2,MFAP4,TWIST1,PDGFRA,FGFR1"
"tabulasapiens_top30","Tongue","vein endothelial cell","AQP1,ACKR1,PECAM1,PLVAP,LIFR,ENG,RAMP3,CLEC14A,PCAT19,NUAK1,ADGRL4,EMCN,FLT1,GIMAP7,NOSTRIN,PTPRB,NR2F2,GIMAP4,EGFL7,LRRC32,SOX18,CD93,CD34,ARHGAP29,CCL14,CYYR1,COL15A1,LIMS2,FOXC1,FAM110D"
"tabulasapiens_top30","Tongue","pericyte cell","RGS5,LMOD1,PDGFRB,PPP1R14A,GJA4,COX4I2,C1QTNF1,KCNE4,COL14A1,LGI4,NEXN,CARMN,HIGD1B,GJC1,EFHD1,MRVI1,ITGA7,RCAN2,GUCY1A1,MRGPRF,LDB3,ADRA2A,PLN,AVPR1A,AOC3,RERG,ATP1A2,FAM162B,SMOC2,GUCY1A2"
"tabulasapiens_top30","Tongue","endothelial cell of lymphatic vessel","PROX1,PKHD1L1,SCN3B,RELN,CHRDL1,ART4,FLT4,KLHL4,AC007998.3,PIEZO2,STK32B,GPR182,FOXC2,TFF3,DTX1,MMRN1,F2RL3,LYVE1,HOXA7,MGAT4C,RHOJ,SCN3A,PLIN5,LINC02308,GLIS3,KANK3,EDNRB,TM4SF18,LAYN,PGM5"
"tabulasapiens_top30","Tongue","endothelial cell of artery","SEMA3G,AC004947.1,PRDM16,SSTR1,AC004540.2,LINC00982,ADRA2C,DLL4,GJA5,BMX,JCAD,SYNPO,KCNN3,PODXL,HEY1,MECOM,TIE1,PTPRB,RASGRF2,FAM107A,SOX17,ADGRF5,ACE,ENPP2,FGF2,CDH5,S1PR1,NOTCH4,ST6GALNAC3,NES"
"tabulasapiens_top30","Tongue","capillary endothelial cell","CLEC14A,ADGRF5,CD34,ADGRL4,CDH5,PODXL,KDR,JCAD,GPIHBP1,ROBO4,SLC14A1,ZNF366,ARHGEF15,CA4,IGF2,CD300LG,DACH1,S1PR1,FLT1,NOTCH4,FAM107A,ITGA1,GALNT15,TM4SF18,KCNB1,MYCT1,FILIP1,DLL4,PCAT19,SOX18"
"tabulasapiens_top30","Tongue","tongue muscle cell","MYF5,KLHL41,SGCA,NPTX2,PAX7,CHRNA1,CADM2,MYF6,DLK1,MUSK,MEGF10,CDH15,CDH4,RAPSN,MYOD1,ATP1A2,IP6K3,TRIM55,TRDN,LINC00844,DES,SIX1,CALCR,JSRP1,SCARA5,PHACTR3,KIAA0408,HTRA3,ACSM5,MYO18B"
"tabulasapiens_top30","Tongue","keratinocyte","LGALS7,KRT4,MAL,IVL,SULT2B1,RPS4Y1,CRYAB,SPINK5,IGFL1,CLIC3,NUCB2,A2ML1,CYSRT1,MUC21,GJB6,RHCG,MGLL,DEFB1,TGM1,CRCT1,GBP6,SBSN,SERPINB3,CTNNBIP1,SERPINB13,SCEL,TMEM40,PPL,CD24,IL1RN"
"tabulasapiens_top30","Tongue","schwann cell","CDH19,PLP1,MYOT,SOX10,SHC4,AZGP1,FOXD3,FOXD3-AS1,FABP7,CTXND1,MIA,KIF1A,PANTR1,SLC10A4,C1QL3,AC046168.2,STK32A-AS1,CMTM5,AL355596.1,GFRA3,GAL3ST1,BCAN,SLITRK2,EXTL1,SOX8,DKK1,SOAT2,CORO2B,TYR,ROPN1B"
"tabulasapiens_top10","Trachea","macrophage","LYZ,C1QA,C1QB,C1QC,CYBB,AIF1,MS4A7,GPR183,TYROBP,HLA-DPB1"
"tabulasapiens_top10","Trachea","tracheal goblet cell","EPS8L3,STRA6,B3GNT6,AP001993.1,SLC5A8,MUC5AC,DEFB4A,FUT6,ATP10B,SLC26A4"
"tabulasapiens_top10","Trachea","fibroblast","PLA2G2A,CCDC80,COL1A2,C1S,DCN,CFD,FBLN1,MGP,C3,LUM"
"tabulasapiens_top10","Trachea","endothelial cell","CLDN5,AQP1,PLVAP,VWF,PECAM1,GNG11,SOX18,ADGRL4,CLEC14A,EGFL7"
"tabulasapiens_top10","Trachea","smooth muscle cell","RGS5,NDUFA4L2,GJA4,CCDC102B,PPP1R14A,COX4I2,CARMN,SEPT4,FRZB,TDO2"
"tabulasapiens_top10","Trachea","ciliated cell","TMEM190,C20orf85,RSPH1,C9orf24,DNAAF1,TPPP3,DNAH12,LRRIQ1,TMC5,PIFO"
"tabulasapiens_top10","Trachea","ionocyte","CLCNKB,SCG2,BSND,ASCL3,FOXI1,HEPACAM2,DGKI,CLDN25,LINC01187,TMPRSS11E"
"tabulasapiens_top10","Trachea","secretory cell","GABRP,CYP2B7P,CYP2F1,ERN2,FAM3D,FUT6,CEACAM5,MSLN,ATP12A,EPS8L1"
"tabulasapiens_top10","Trachea","t cell","CD3E,CD40LG,TRAT1,CD3G,CD2,TRBC1,CD7,TRDC,SPOCK2,CD3D"
"tabulasapiens_top10","Trachea","basal cell","KRT5,S100A2,KRT17,KRT15,MIR205HG,KRT6A,ALDH3A1,KRT14,KRT19,SFN"
"tabulasapiens_top10","Trachea","mast cell","TPSAB1,CPA3,GATA2,KIT,HPGDS,MS4A2,HDC,IL1RL1,SLC18A2,RGS13"
"tabulasapiens_top10","Trachea","mucus secreting cell","SLC5A5,CAPN8,ATP10B,SLC26A4,SLC5A1,SLC5A8,LRRC26,ERN2,MUC5B,LINC00342"
"tabulasapiens_top10","Trachea","plasma cell","MZB1,DERL3,IGLV3-1,FCRL5,IGLV6-57,CD27,IGKV4-1,SPAG4,ANKRD36BP2,MEI1"
"tabulasapiens_top10","Trachea","cd8-positive, alpha-beta t cell","CCL5,CD8A,CD3D,CD2,CD3E,IL32,CD7,NKG7,CD3G,TRAC"
"tabulasapiens_top10","Trachea","serous cell of epithelium of trachea","ITPRID1,SMR3A,DMBT1,SLC5A1,AZGP1,LRRC26,LPO,S100A1,PIP,TF"
"tabulasapiens_top10","Trachea","b cell","CD79A,MS4A1,HLA-DQA1,CD37,LTB,CD83,BANK1,HLA-DQB1,IGHM,HLA-DPB1"
"tabulasapiens_top10","Trachea","cd4-positive, alpha-beta t cell","CD40LG,CD28,CD4,ICOS,CD3G,CD3E,CD5,CD3D,CD2,TRAC"
"tabulasapiens_top10","Trachea","neutrophil","S100A12,FPR1,CSF3R,BCL2A1,FCGR3B,G0S2,S100A8,SERPINA1,FCER1G,CD177"
"tabulasapiens_top10","Trachea","double-positive, alpha-beta thymocyte","AC129492.2,AC007496.2,GPR25,AC022182.2,AC005842.1,AP005482.1,LINC02273,IL2RA,CRYBB3,THEMIS"
"tabulasapiens_top10","Trachea","goblet cell","AZGP1,BPIFB2,CRISP3,GP2,TFF1,CLDN2,SERPINA11,FCGBP,TCN1,FOLR1"
"tabulasapiens_top10","Trachea","connective tissue cell","NID1,LAMA2,MAMDC2,ITGBL1,GALNT15,CRISPLD2,OMD,PODN,ABCA6,ABI3BP"
"tabulasapiens_top20","Trachea","macrophage","LYZ,C1QA,C1QB,C1QC,CYBB,AIF1,MS4A7,GPR183,TYROBP,HLA-DPB1,CTSS,HLA-DRB5,MS4A6A,FGL2,HLA-DQB1,FCER1G,IL1B,OLR1,EREG,CD14"
"tabulasapiens_top20","Trachea","tracheal goblet cell","EPS8L3,STRA6,B3GNT6,AP001993.1,SLC5A8,MUC5AC,DEFB4A,FUT6,ATP10B,SLC26A4,SLC26A4-AS1,MUC3A,PDE8B,DNAJC12,SYTL5,PTPRH,SPDEF,BPIFA2,CAPN8,GLYATL2"
"tabulasapiens_top20","Trachea","fibroblast","PLA2G2A,CCDC80,COL1A2,C1S,DCN,CFD,FBLN1,MGP,C3,LUM,NNMT,COL6A2,C1R,RARRES1,MMP2,EFEMP1,FBN1,MFAP5,COL1A1,FGF7"
"tabulasapiens_top20","Trachea","endothelial cell","CLDN5,AQP1,PLVAP,VWF,PECAM1,GNG11,SOX18,ADGRL4,CLEC14A,EGFL7,RNASE1,FLT1,CD93,RAMP3,ECSCR,EMCN,PCAT19,CDH5,COL15A1,LDB2"
"tabulasapiens_top20","Trachea","smooth muscle cell","RGS5,NDUFA4L2,GJA4,CCDC102B,PPP1R14A,COX4I2,CARMN,SEPT4,FRZB,TDO2,FAM162B,PLN,AVPR1A,PTGER1,CFHR1,HIGD1B,FHL5,GJC1,ITGA7,EGFLAM"
"tabulasapiens_top20","Trachea","ciliated cell","TMEM190,C20orf85,RSPH1,C9orf24,DNAAF1,TPPP3,DNAH12,LRRIQ1,TMC5,PIFO,FAM183A,C1orf194,DNAH5,ERICH3,EFHC1,ZMYND10,AC007906.2,CDHR3,SMIM22,SNTN"
"tabulasapiens_top20","Trachea","ionocyte","CLCNKB,SCG2,BSND,ASCL3,FOXI1,HEPACAM2,DGKI,CLDN25,LINC01187,TMPRSS11E,SFTPB,CLCNKA,ATP6V1B1,SLC35F3,DDX4,ATP6V0D2,PDE11A,BEST3,GNGT1,SRARP"
"tabulasapiens_top20","Trachea","secretory cell","GABRP,CYP2B7P,CYP2F1,ERN2,FAM3D,FUT6,CEACAM5,MSLN,ATP12A,EPS8L1,CEACAM6,SLC5A8,FUT3,CRACR2B,SLC44A4,GCNT3,PIGR,SLC51A,FUT2,SPDEF"
"tabulasapiens_top20","Trachea","t cell","CD3E,CD40LG,TRAT1,CD3G,CD2,TRBC1,CD7,TRDC,SPOCK2,CD3D,LINC00861,IL7R,LCK,CD247,CD28,TRBC2,GPR171,CD69,GZMM,PCED1B-AS1"
"tabulasapiens_top20","Trachea","basal cell","KRT5,S100A2,KRT17,KRT15,MIR205HG,KRT6A,ALDH3A1,KRT14,KRT19,SFN,AQP3,SERPINB3,S100A14,RPL10P9,AL450405.1,XIST,PERP,SERPINB4,DSP,KRT13"
"tabulasapiens_top20","Trachea","mast cell","TPSAB1,CPA3,GATA2,KIT,HPGDS,MS4A2,HDC,IL1RL1,SLC18A2,RGS13,AL157895.1,MAOB,SIGLEC6,TPSD1,RHEX,CADPS,TESPA1,NTRK1,SIGLEC17P,GCSAML"
"tabulasapiens_top20","Trachea","mucus secreting cell","SLC5A5,CAPN8,ATP10B,SLC26A4,SLC5A1,SLC5A8,LRRC26,ERN2,MUC5B,LINC00342,FUT6,CRYM,PROM1,MLPH,TMC5,AC017099.1,FCGBP,AZGP1,B3GNT6,MUC13"
"tabulasapiens_top20","Trachea","plasma cell","MZB1,DERL3,IGLV3-1,FCRL5,IGLV6-57,CD27,IGKV4-1,SPAG4,ANKRD36BP2,MEI1,TXNDC5,JSRP1,TNFRSF17,AC012236.1,LINC02362,CCR10,PNOC,AC104699.1,KCNN3,POU2AF1"
"tabulasapiens_top20","Trachea","cd8-positive, alpha-beta t cell","CCL5,CD8A,CD3D,CD2,CD3E,IL32,CD7,NKG7,CD3G,TRAC,GZMB,TRBC2,LINC01871,CCL4,HCST,CD69,IL7R,CXCR4,GZMA,CD52"
"tabulasapiens_top20","Trachea","serous cell of epithelium of trachea","ITPRID1,SMR3A,DMBT1,SLC5A1,AZGP1,LRRC26,LPO,S100A1,PIP,TF,PPP1R1B,LINC02009,GLYATL2,PROM1,SLC28A3,LTF,B3GALT5,PPP1R9A,CCL28,FOLR1"
"tabulasapiens_top20","Trachea","b cell","CD79A,MS4A1,HLA-DQA1,CD37,LTB,CD83,BANK1,HLA-DQB1,IGHM,HLA-DPB1,FCER2,CD52,CXCR4,HLA-DPA1,IGHD,HLA-DRB1,CD69,MEF2C,TNFRSF13C,CD79B"
"tabulasapiens_top20","Trachea","cd4-positive, alpha-beta t cell","CD40LG,CD28,CD4,ICOS,CD3G,CD3E,CD5,CD3D,CD2,TRAC,CD247,LCK,SPOCK2,FOXP3,TRBC1,CD6,CTLA4,LINC00861,GIMAP7,CD7"
"tabulasapiens_top20","Trachea","neutrophil","S100A12,FPR1,CSF3R,BCL2A1,FCGR3B,G0S2,S100A8,SERPINA1,FCER1G,CD177,VNN2,PLEK,TYROBP,AQP9,PROK2,SRGN,CST7,GCA,FCGR2A,MNDA"
"tabulasapiens_top20","Trachea","double-positive, alpha-beta thymocyte","AC129492.2,AC007496.2,GPR25,AC022182.2,AC005842.1,AP005482.1,LINC02273,IL2RA,CRYBB3,THEMIS,AC044849.1,AC010175.1,ICOS,CD8A,TRBC1,CD28,CD4,LINC01215,CD3G,FOXP3"
"tabulasapiens_top20","Trachea","goblet cell","AZGP1,BPIFB2,CRISP3,GP2,TFF1,CLDN2,SERPINA11,FCGBP,TCN1,FOLR1,DMBT1,LINC02300,PPP1R1B,SLC5A1,GJC3,HMGCS2,CLDN22,MUC5B,PIP,KLK12"
"tabulasapiens_top20","Trachea","connective tissue cell","NID1,LAMA2,MAMDC2,ITGBL1,GALNT15,CRISPLD2,OMD,PODN,ABCA6,ABI3BP,ABCA8,COL6A3,LTBP2,COL5A2,MFAP4,FBLN2,FN1,PRELP,PDGFRB,MMP2"
"tabulasapiens_top30","Trachea","macrophage","LYZ,C1QA,C1QB,C1QC,CYBB,AIF1,MS4A7,GPR183,TYROBP,HLA-DPB1,CTSS,HLA-DRB5,MS4A6A,FGL2,HLA-DQB1,FCER1G,IL1B,OLR1,EREG,CD14,AC020656.1,CD163,CTSZ,ITGB2,STAB1,C5AR1,TGFBI,HLA-DQA1,VSIG4,MRC1"
"tabulasapiens_top30","Trachea","tracheal goblet cell","EPS8L3,STRA6,B3GNT6,AP001993.1,SLC5A8,MUC5AC,DEFB4A,FUT6,ATP10B,SLC26A4,SLC26A4-AS1,MUC3A,PDE8B,DNAJC12,SYTL5,PTPRH,SPDEF,BPIFA2,CAPN8,GLYATL2,IDO1,RIMS1,RNF183,TFF1,MUC13,ATP12A,SLC5A1,HID1,BCL2L15,ERN2"
"tabulasapiens_top30","Trachea","fibroblast","PLA2G2A,CCDC80,COL1A2,C1S,DCN,CFD,FBLN1,MGP,C3,LUM,NNMT,COL6A2,C1R,RARRES1,MMP2,EFEMP1,FBN1,MFAP5,COL1A1,FGF7,PLAC9,COL6A1,COL3A1,FSTL1,MFAP4,SFRP2,SERPING1,PTGIS,PCOLCE,ADH1B"
"tabulasapiens_top30","Trachea","endothelial cell","CLDN5,AQP1,PLVAP,VWF,PECAM1,GNG11,SOX18,ADGRL4,CLEC14A,EGFL7,RNASE1,FLT1,CD93,RAMP3,ECSCR,EMCN,PCAT19,CDH5,COL15A1,LDB2,ESAM,GIMAP7,S1PR1,MMRN2,TSPAN7,CYYR1,DIPK2B,TMEM88,CCL14,APOLD1"
"tabulasapiens_top30","Trachea","smooth muscle cell","RGS5,NDUFA4L2,GJA4,CCDC102B,PPP1R14A,COX4I2,CARMN,SEPT4,FRZB,TDO2,FAM162B,PLN,AVPR1A,PTGER1,CFHR1,HIGD1B,FHL5,GJC1,ITGA7,EGFLAM,KCNJ8,C1QTNF1,ADRA2A,LINGO1,REM1,LINC00924,MYLK,PDE3A,SLC2A4,LZTS1"
"tabulasapiens_top30","Trachea","ciliated cell","TMEM190,C20orf85,RSPH1,C9orf24,DNAAF1,TPPP3,DNAH12,LRRIQ1,TMC5,PIFO,FAM183A,C1orf194,DNAH5,ERICH3,EFHC1,ZMYND10,AC007906.2,CDHR3,SMIM22,SNTN,CCDC146,OMG,CAPSL,SPAG17,FAM92B,MS4A8,C9orf116,CCDC78,C11orf88,AGR3"
"tabulasapiens_top30","Trachea","ionocyte","CLCNKB,SCG2,BSND,ASCL3,FOXI1,HEPACAM2,DGKI,CLDN25,LINC01187,TMPRSS11E,SFTPB,CLCNKA,ATP6V1B1,SLC35F3,DDX4,ATP6V0D2,PDE11A,BEST3,GNGT1,SRARP,CDH22,LINC01048,PCP4,NXPH2,PKD2L1,CYP26C1,FOXI2,ASIC2,ATP6V1G3,CEL"
"tabulasapiens_top30","Trachea","secretory cell","GABRP,CYP2B7P,CYP2F1,ERN2,FAM3D,FUT6,CEACAM5,MSLN,ATP12A,EPS8L1,CEACAM6,SLC5A8,FUT3,CRACR2B,SLC44A4,GCNT3,PIGR,SLC51A,FUT2,SPDEF,CRYM,CXCL17,PLEKHS1,MLPH,ELF3,GDF15,TMC5,CLDN7,MUC16,ADGRF1"
"tabulasapiens_top30","Trachea","t cell","CD3E,CD40LG,TRAT1,CD3G,CD2,TRBC1,CD7,TRDC,SPOCK2,CD3D,LINC00861,IL7R,LCK,CD247,CD28,TRBC2,GPR171,CD69,GZMM,PCED1B-AS1,TRAC,MAL,GIMAP7,LINC01871,CD96,HCST,SH2D1A,CD48,ICOS,CD52"
"tabulasapiens_top30","Trachea","basal cell","KRT5,S100A2,KRT17,KRT15,MIR205HG,KRT6A,ALDH3A1,KRT14,KRT19,SFN,AQP3,SERPINB3,S100A14,RPL10P9,AL450405.1,XIST,PERP,SERPINB4,DSP,KRT13,SERPINB13,LGALS7B,MTND1P23,GPX2,FGFBP1,KLF5,C19orf33,TACSTD2,KRT18,MMP10"
"tabulasapiens_top30","Trachea","mast cell","TPSAB1,CPA3,GATA2,KIT,HPGDS,MS4A2,HDC,IL1RL1,SLC18A2,RGS13,AL157895.1,MAOB,SIGLEC6,TPSD1,RHEX,CADPS,TESPA1,NTRK1,SIGLEC17P,GCSAML,CDK15,KRT1,KCNH2,CALB2,GATA1,LINC01835,VWC2,AL731557.1,RN7SL494P,TPSB2"
"tabulasapiens_top30","Trachea","mucus secreting cell","SLC5A5,CAPN8,ATP10B,SLC26A4,SLC5A1,SLC5A8,LRRC26,ERN2,MUC5B,LINC00342,FUT6,CRYM,PROM1,MLPH,TMC5,AC017099.1,FCGBP,AZGP1,B3GNT6,MUC13,CACNA1E,CP,RNF183,SPDEF,PIGR,ATP12A,TSPAN8,HID1,FAM3D,PPP1R9A"
"tabulasapiens_top30","Trachea","plasma cell","MZB1,DERL3,IGLV3-1,FCRL5,IGLV6-57,CD27,IGKV4-1,SPAG4,ANKRD36BP2,MEI1,TXNDC5,JSRP1,TNFRSF17,AC012236.1,LINC02362,CCR10,PNOC,AC104699.1,KCNN3,POU2AF1,CPNE5,BRSK1,AL133467.1,FER1L4,ZBP1,IGHV6-1,CD38,ZNF215,QPRT,SLAMF7"
"tabulasapiens_top30","Trachea","cd8-positive, alpha-beta t cell","CCL5,CD8A,CD3D,CD2,CD3E,IL32,CD7,NKG7,CD3G,TRAC,GZMB,TRBC2,LINC01871,CCL4,HCST,CD69,IL7R,CXCR4,GZMA,CD52,CD8B,KLRD1,TRBC1,RUNX3,RGS1,PRF1,HOPX,KLRC1,CD96,KLRB1"
"tabulasapiens_top30","Trachea","serous cell of epithelium of trachea","ITPRID1,SMR3A,DMBT1,SLC5A1,AZGP1,LRRC26,LPO,S100A1,PIP,TF,PPP1R1B,LINC02009,GLYATL2,PROM1,SLC28A3,LTF,B3GALT5,PPP1R9A,CCL28,FOLR1,LINC02188,ROCR,TCN1,SAA4,SAA2,PRR4,FCGBP,C4BPA,MMP7,PRSS16"
"tabulasapiens_top30","Trachea","b cell","CD79A,MS4A1,HLA-DQA1,CD37,LTB,CD83,BANK1,HLA-DQB1,IGHM,HLA-DPB1,FCER2,CD52,CXCR4,HLA-DPA1,IGHD,HLA-DRB1,CD69,MEF2C,TNFRSF13C,CD79B,HLA-DRB5,IRF8,RHOH,FCMR,CD22,CD48,LY9,VPREB3,AL139020.1,LIMD2"
"tabulasapiens_top30","Trachea","cd4-positive, alpha-beta t cell","CD40LG,CD28,CD4,ICOS,CD3G,CD3E,CD5,CD3D,CD2,TRAC,CD247,LCK,SPOCK2,FOXP3,TRBC1,CD6,CTLA4,LINC00861,GIMAP7,CD7,CCR7,MAL,AC005842.1,IL7R,TRBC2,TRAT1,CD27,SH2D1A,SIT1,CAMK4"
"tabulasapiens_top30","Trachea","neutrophil","S100A12,FPR1,CSF3R,BCL2A1,FCGR3B,G0S2,S100A8,SERPINA1,FCER1G,CD177,VNN2,PLEK,TYROBP,AQP9,PROK2,SRGN,CST7,GCA,FCGR2A,MNDA,ALOX5AP,LST1,BASP1,TREM1,LILRA5,SMIM25,C5AR1,CMTM2,IL1R2,MCEMP1"
"tabulasapiens_top30","Trachea","double-positive, alpha-beta thymocyte","AC129492.2,AC007496.2,GPR25,AC022182.2,AC005842.1,AP005482.1,LINC02273,IL2RA,CRYBB3,THEMIS,AC044849.1,AC010175.1,ICOS,CD8A,TRBC1,CD28,CD4,LINC01215,CD3G,FOXP3,ITK,IL17A,IL2,CD96,CHRM3-AS2,SLAMF6,KCNK3,TRABD2A,SIT1,CD3E"
"tabulasapiens_top30","Trachea","goblet cell","AZGP1,BPIFB2,CRISP3,GP2,TFF1,CLDN2,SERPINA11,FCGBP,TCN1,FOLR1,DMBT1,LINC02300,PPP1R1B,SLC5A1,GJC3,HMGCS2,CLDN22,MUC5B,PIP,KLK12,NXPE2,ZG16B,MSMB,CHRM3,CEACAM6,UGT2B7,PIGR,PRR4,PROM1,CP"
"tabulasapiens_top30","Trachea","connective tissue cell","NID1,LAMA2,MAMDC2,ITGBL1,GALNT15,CRISPLD2,OMD,PODN,ABCA6,ABI3BP,ABCA8,COL6A3,LTBP2,COL5A2,MFAP4,FBLN2,FN1,PRELP,PDGFRB,MMP2,COL14A1,CTSK,TWIST2,COL1A2,COL6A1,LEPR,COL3A1,COL6A2,GFRA1,HSPB6"
"tabulasapiens_top10","Uterus","t cell","IL7R,CD3D,CXCR4,PTPRC,CD2,RGS1,CD3E,CYTIP,ARHGDIB,TRBC2"
"tabulasapiens_top10","Uterus","fibroblast","SFRP4,COL1A1,MMP11,COL3A1,LUM,IGF1,COL1A2,DCN,MEG3,FBLN1"
"tabulasapiens_top10","Uterus","macrophage","TYROBP,FCER1G,EREG,AIF1,LYZ,CD163,LAPTM5,BCL2A1,S100A9,CD14"
"tabulasapiens_top10","Uterus","immune cell","SPC25,CKAP2L,KIR2DL4,CDCA5,MKI67,KNL1,NUSAP1,NCAPH,FAM111B,KIFC1"
"tabulasapiens_top10","Uterus","pericyte cell","HIGD1B,RGS5,COX4I2,NDUFA4L2,SEPT4,CDH6,SLC38A11,SLIT3,LRRC10B,GJA4"
"tabulasapiens_top10","Uterus","epithelial cell of uterus","UCA1,EPCAM,MUC16,UGT2B7,EHF,MAL2,CDH1,ANXA3,BX571818.1,S100A14"
"tabulasapiens_top10","Uterus","endothelial cell","TM4SF1,SELE,FLT1,CD93,C2CD4B,CSF3,SPRY1,CALCRL,SERPINE1,PECAM1"
"tabulasapiens_top10","Uterus","epithelial cell","PCLAF,UBE2C,MKI67,TOP2A,BIRC5,AURKB,TPX2,PBK,CCNB2,MYBL2"
"tabulasapiens_top10","Uterus","ciliated epithelial cell","FAM81B,CFAP73,SPAG17,CD164L2,CDHR4,STOML3,CFAP52,C11orf16,FRMPD2,FAM216B"
"tabulasapiens_top10","Uterus","endothelial cell of lymphatic vessel","PROX1,DPEP1,CAVIN2,AC007998.3,PCDH12,GRAP,MMRN1,DIPK2B,CCM2L,FLT4"
"tabulasapiens_top10","Uterus","myometrial cell","ACTG2,DES,PLN,CNN1,MYH11,SOD3,FHL5,LMOD1,KCNMB1,C2orf40"
"tabulasapiens_top10","Uterus","nk cell","KLRC1,TMIGD2,NCAM1,KRT81,TRDC,SH2D1B,SLA2,KLRC2,GAPDHS,KRT86"
"tabulasapiens_top10","Uterus","b cell","CD19,PNOC,IGLV6-57,TNFRSF13B,PAX5,TNFRSF17,BLK,CD79A,FCRL5,POU2AF1"
"tabulasapiens_top10","Uterus","vascular associated smooth muscle cell","MYH11,SOD3,RERGL,PLN,GJA4,SORBS2,FHL5,C2orf40,FRZB,NTRK2"
"tabulasapiens_top20","Uterus","t cell","IL7R,CD3D,CXCR4,PTPRC,CD2,RGS1,CD3E,CYTIP,ARHGDIB,TRBC2,TRAC,HCST,CD69,TRBC1,CD7,CD37,CD52,CD48,CST7,CD3G"
"tabulasapiens_top20","Uterus","fibroblast","SFRP4,COL1A1,MMP11,COL3A1,LUM,IGF1,COL1A2,DCN,MEG3,FBLN1,SFRP1,MDK,ECM1,ISLR,VCAN,RBP1,SPON2,PCOLCE,H19,RAMP1"
"tabulasapiens_top20","Uterus","macrophage","TYROBP,FCER1G,EREG,AIF1,LYZ,CD163,LAPTM5,BCL2A1,S100A9,CD14,C5AR1,C15orf48,MS4A7,CTSS,C1orf162,C1QC,FCGR2A,FCGR3A,VSIG4,OLR1"
"tabulasapiens_top20","Uterus","immune cell","SPC25,CKAP2L,KIR2DL4,CDCA5,MKI67,KNL1,NUSAP1,NCAPH,FAM111B,KIFC1,TOP2A,NCAPG,RAD51AP1,CEP55,DLGAP5,AURKB,MYBL2,TPX2,BIRC5,KIF2C"
"tabulasapiens_top20","Uterus","pericyte cell","HIGD1B,RGS5,COX4I2,NDUFA4L2,SEPT4,CDH6,SLC38A11,SLIT3,LRRC10B,GJA4,NOTCH3,SOD3,ITGA7,RERG,KCNE4,GUCY1B1,PI15,EFHD1,PDE1A,EDNRB"
"tabulasapiens_top20","Uterus","epithelial cell of uterus","UCA1,EPCAM,MUC16,UGT2B7,EHF,MAL2,CDH1,ANXA3,BX571818.1,S100A14,SMIM22,GABRP,ZNF165,AC025580.1,DCDC2,LINC01541,DEFB1,TACSTD2,CLDN7,SPINT1"
"tabulasapiens_top20","Uterus","endothelial cell","TM4SF1,SELE,FLT1,CD93,C2CD4B,CSF3,SPRY1,CALCRL,SERPINE1,PECAM1,CLDN5,NDRG1,DEPP1,PCAT19,STC1,S1PR1,CX3CL1,ADGRL4,ADGRF5,SASH1"
"tabulasapiens_top20","Uterus","epithelial cell","PCLAF,UBE2C,MKI67,TOP2A,BIRC5,AURKB,TPX2,PBK,CCNB2,MYBL2,CEP55,PKMYT1,SPC25,DLGAP5,TROAP,SPC24,SKA3,SGO1,CENPA,NCAPG"
"tabulasapiens_top20","Uterus","ciliated epithelial cell","FAM81B,CFAP73,SPAG17,CD164L2,CDHR4,STOML3,CFAP52,C11orf16,FRMPD2,FAM216B,CROCC2,DNAI2,VWA3A,TEKT4,TTC29,ACBD3-AS1,ZBBX,DNAI1,CCDC187,GRIN3B"
