"dataset","tissue","marker","manual_annotation","manual_CLname","manual_CLID","manual_broadtype","gpt4aug3_annotation","gpt4aug3_CLname","gpt4aug3_CLID","gpt4aug3_broadtype","gpt4aug3_agreement","gpt4mar23_annotation","gpt4mar23_CLname","gpt4mar23_CLID","gpt4mar23_broadtype","gpt4mar23_agreement","gpt3.5aug3_annotation","gpt3.5aug3_CLname","gpt3.5aug3_CLID","gpt3.5aug3_broadtype","gpt3.5aug3_agreement","CellMarker2.0_annotation","CellMarker2.0_CLname","CellMarker2.0_CLID","CellMarker2.0_broadtype","CellMarker2.0_agreement","SingleR_annotation","SingleR_CLname","SingleR_CLID","SingleR_broadtype","SingleR_agreement","ScType_annotation","ScType_CLname","ScType_CLID","ScType_broadtype","ScType_agreement"
"tabulasapiens","Trachea","EPS8L3,STRA6,B3GNT6,AP001993.1,SLC5A8,MUC5AC,DEFB4A,FUT6,ATP10B,SLC26A4","tracheal goblet cell","tracheal goblet cell","CL:1000329","epithelial cell","Mucus-secreting goblet cell","goblet cell","CL:0000160","epithelial cell",0.5,NA,NA,NA,NA,NA,"Epithelial Cells","epithelial cell","CL:0000066","epithelial cell",0.5,"NA",NA,NA,NA,0,"Epithelial_cells","epithelial cell","CL:0000066","epithelial cell",0.5,"Secretory cell","secretory cell","CL:0000151","secretory cell",0
"tabulasapiens","Trachea","PLA2G2A,CCDC80,COL1A2,C1S,DCN,CFD,FBLN1,MGP,C3,LUM","fibroblast","fibroblast","CL:0000057","fibroblast","Fibroblast","fibroblast","CL:0000057","fibroblast",1,NA,NA,NA,NA,NA,"Fibroblasts / Extracellular Matrix Components","fibroblast,NA","CL:0000057,NA","fibroblast",0.5,"NA",NA,NA,NA,0,"Smooth_muscle_cells","smooth muscle cell","CL:0000192","muscle cell",0,"Hepatic stellate cells","hepatic stellate cell","CL:0000632","fibroblast",0.5
"tabulasapiens","Trachea","CLDN5,AQP1,PLVAP,VWF,PECAM1,GNG11,SOX18,ADGRL4,CLEC14A,EGFL7","endothelial cell","endothelial cell","CL:0000115","endothelial cell","Endothelial cell","endothelial cell","CL:0000115","endothelial cell",1,NA,NA,NA,NA,NA,"Endothelial Cells","endothelial cell","CL:0000115","endothelial cell",1,"NA",NA,NA,NA,0,"Endothelial_cells","endothelial cell","CL:0000115","endothelial cell",1,"Endothelial","endothelial cell","CL:0000115","endothelial cell",1
"tabulasapiens","Trachea","RGS5,NDUFA4L2,GJA4,CCDC102B,PPP1R14A,COX4I2,CARMN,SEPT4,FRZB,TDO2","smooth muscle cell","smooth muscle cell","CL:0000192","muscle cell","Pericytes","pericyte","CL:0000669","pericyte",0,NA,NA,NA,NA,NA,"Smooth Muscle Cells","smooth muscle cell","CL:0000192","muscle cell",1,"NA",NA,NA,NA,0,"Tissue_stem_cells",NA,NA,"stem cell",0,"Hepatic stellate cells","hepatic stellate cell","CL:0000632","fibroblast",0
"tabulasapiens","Trachea","TMEM190,C20orf85,RSPH1,C9orf24,DNAAF1,TPPP3,DNAH12,LRRIQ1,TMC5,PIFO","ciliated cell","ciliated cell","CL:0000064","ciliated cell","Ciliated cells","ciliated cell","CL:0000064","ciliated cell",1,NA,NA,NA,NA,NA,"Ciliated Epithelial Cells","ciliated epithelial cell","CL:0000067","epithelial cell",0,"NA",NA,NA,NA,0,"Epithelial_cells","epithelial cell","CL:0000066","epithelial cell",0,"Ciliated epithelial cells","ciliated epithelial cell","CL:0000067","epithelial cell",0
"tabulasapiens","Trachea","CLCNKB,SCG2,BSND,ASCL3,FOXI1,HEPACAM2,DGKI,CLDN25,LINC01187,TMPRSS11E","ionocyte","ionocyte","CL:0005006","epithelial cell","Ionocytes","ionocyte","CL:0005006","epithelial cell",1,NA,NA,NA,NA,NA,"Non-Ciliated Epithelial Cells",NA,NA,"epithelial cell",0.5,"NA",NA,NA,NA,0,"Epithelial_cells","epithelial cell","CL:0000066","epithelial cell",0.5,"Ionocytes","ionocyte","CL:0005006","epithelial cell",1
"tabulasapiens","Trachea","GABRP,CYP2B7P,CYP2F1,ERN2,FAM3D,FUT6,CEACAM5,MSLN,ATP12A,EPS8L1","secretory cell","secretory cell","CL:0000151","secretory cell","Tuft cells",NA,NA,"epithelial cell",0,NA,NA,NA,NA,NA,"Epithelial Cells","epithelial cell","CL:0000066","epithelial cell",0,"NA",NA,NA,NA,0,"Epithelial_cells","epithelial cell","CL:0000066","epithelial cell",0,"Cholangiocytes","cholangiocyte","CL:1000488","epithelial cell",0
"tabulasapiens","Trachea","CD3E,CD40LG,TRAT1,CD3G,CD2,TRBC1,CD7,TRDC,SPOCK2,CD3D","t cell","T cell","CL:0000084","t/nk cell","T-cell","T cell","CL:0000084","t/nk cell",1,NA,NA,NA,NA,NA,"T Cells","T cell","CL:0000084","t/nk cell",1,"NA",NA,NA,NA,0,"NK_cell","natural killer cell","CL:0000623","t/nk cell",0.5,"Memory CD8+ T cells","CD8-positive, alpha-beta memory T cell","CL:0000909","t/nk cell",0.5
"tabulasapiens","Trachea","KRT5,S100A2,KRT17,KRT15,MIR205HG,KRT6A,ALDH3A1,KRT14,KRT19,SFN","basal cell","basal cell","CL:0000646","stem cell","Basal cell","basal cell","CL:0000646","stem cell",1,NA,NA,NA,NA,NA,"Epithelial Cells","epithelial cell","CL:0000066","epithelial cell",0,"NA",NA,NA,NA,0,"Epithelial_cells","epithelial cell","CL:0000066","epithelial cell",0,"Squamous epithelial cells","squamous epithelial cell","CL:0000076","epithelial cell",0
"tabulasapiens","Trachea","TPSAB1,CPA3,GATA2,KIT,HPGDS,MS4A2,HDC,IL1RL1,SLC18A2,RGS13","mast cell","mast cell","CL:0000097","granulocyte","Mast cell","mast cell","CL:0000097","granulocyte",1,NA,NA,NA,NA,NA,"Mast Cells / Basophils","mast cell,basophil","CL:0000097,CL:0000767","granulocyte",0.5,"NA",NA,NA,NA,0,"NK_cell","natural killer cell","CL:0000623","t/nk cell",0.5,"Mast cells","mast cell","CL:0000097","granulocyte",1
"tabulasapiens","Trachea","SLC5A5,CAPN8,ATP10B,SLC26A4,SLC5A1,SLC5A8,LRRC26,ERN2,MUC5B,LINC00342","mucus secreting cell","mucus secreting cell","CL:0000319","secretory cell","Enterocyte","enterocyte","CL:0000584","epithelial cell",0,NA,NA,NA,NA,NA,"Thyroid Follicular Cells","thyroid follicular cell","CL:0002258","epithelial cell",0,"NA",NA,NA,NA,0,"Epithelial_cells","epithelial cell","CL:0000066","epithelial cell",0,"Airway goblet cells",NA,NA,"epithelial cell",0
"tabulasapiens","Trachea","MZB1,DERL3,IGLV3-1,FCRL5,IGLV6-57,CD27,IGKV4-1,SPAG4,ANKRD36BP2,MEI1","plasma cell","plasma cell","CL:0000786","b cell","Plasma cell","plasma cell","CL:0000786","b cell",1,NA,NA,NA,NA,NA,"B Cells / Plasma Cells","plasma cell","CL:0000786","b cell",1,"NA",NA,NA,NA,0,"B_cell","B cell","CL:0000236","b cell",0.5,"Plasma B cells","plasma cell","CL:0000786","b cell",1
"tabulasapiens","Trachea","CCL5,CD8A,CD3D,CD2,CD3E,IL32,CD7,NKG7,CD3G,TRAC","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell","CL:0000625","t/nk cell","Cytotoxic T-cell","cytotoxic T cell","CL:0000910","t/nk cell",0.5,NA,NA,NA,NA,NA,"T Cells","T cell","CL:0000084","t/nk cell",0.5,"NA",NA,NA,NA,0,"NK_cell","natural killer cell","CL:0000623","t/nk cell",0.5,"CD8+ NKT-like cells",NA,NA,"t/nk cell",0.5
"tabulasapiens","Trachea","ITPRID1,SMR3A,DMBT1,SLC5A1,AZGP1,LRRC26,LPO,S100A1,PIP,TF","serous cell of epithelium of trachea","serous cell of epithelium of trachea","CL:1000330","secretory cell","Acinar cells","acinar cell","CL:0000622","epithelial cell",0,NA,NA,NA,NA,NA,"Iodide-Transporting Cells",NA,NA,NA,0,"NA",NA,NA,NA,0,"Epithelial_cells","epithelial cell","CL:0000066","epithelial cell",0,"Airway goblet cells",NA,NA,"epithelial cell",0
"tabulasapiens","Trachea","CD79A,MS4A1,HLA-DQA1,CD37,LTB,CD83,BANK1,HLA-DQB1,IGHM,HLA-DPB1","b cell","B cell","CL:0000236","b cell","B-cell","B cell","CL:0000236","b cell",1,NA,NA,NA,NA,NA,"B Cells","B cell","CL:0000236","b cell",1,"NA",NA,NA,NA,0,"B_cell","B cell","CL:0000236","b cell",1,"Pre-B cells",NA,NA,"b cell",0.5
"tabulasapiens","Trachea","CD40LG,CD28,CD4,ICOS,CD3G,CD3E,CD5,CD3D,CD2,TRAC","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell","CL:0000624","t/nk cell","Helper T-cell","helper T cell","CL:0000912","t/nk cell",0.5,NA,NA,NA,NA,NA,"T Cells","T cell","CL:0000084","t/nk cell",0.5,"NA",NA,NA,NA,0,"T_cells","T cell","CL:0000084","t/nk cell",0.5,"Memory CD4+ T cells","CD4-positive, alpha-beta memory T cell","CL:0000897","t/nk cell",0.5
"tabulasapiens","Trachea","S100A12,FPR1,CSF3R,BCL2A1,FCGR3B,G0S2,S100A8,SERPINA1,FCER1G,CD177","neutrophil","neutrophil","CL:0000775","granulocyte","Neutrophil","neutrophil","CL:0000775","granulocyte",1,NA,NA,NA,NA,NA,"Neutrophils / Granulocytes","neutrophil,granulocyte","CL:0000775,CL:0000094","granulocyte",0.5,"NA",NA,NA,NA,0,"Neutrophils","neutrophil","CL:0000775","granulocyte",1,"Neutrophils","neutrophil","CL:0000775","granulocyte",1
"tabulasapiens","Trachea","AC129492.2,AC007496.2,GPR25,AC022182.2,AC005842.1,AP005482.1,LINC02273,IL2RA,CRYBB3,THEMIS","double-positive, alpha-beta thymocyte","double-positive, alpha-beta thymocyte","CL:0000809","t/nk cell","Regulatory T-cell","regulatory T cell","CL:0000815","t/nk cell",0.5,NA,NA,NA,NA,NA,"Various",NA,NA,NA,0,"NA",NA,NA,NA,0,"T_cells","T cell","CL:0000084","t/nk cell",0.5,"Memory CD8+ T cells","CD8-positive, alpha-beta memory T cell","CL:0000909","t/nk cell",0.5
"tabulasapiens","Trachea","AZGP1,BPIFB2,CRISP3,GP2,TFF1,CLDN2,SERPINA11,FCGBP,TCN1,FOLR1","goblet cell","goblet cell","CL:0000160","epithelial cell","Gastric chief cell","peptic cell","CL:0000155","epithelial cell",0.5,NA,NA,NA,NA,NA,"Extracellular Matrix Components",NA,NA,NA,0,"NA",NA,NA,NA,0,"Epithelial_cells","epithelial cell","CL:0000066","epithelial cell",0.5,"Airway goblet cells",NA,NA,"epithelial cell",0.5
"tabulasapiens","Trachea","NID1,LAMA2,MAMDC2,ITGBL1,GALNT15,CRISPLD2,OMD,PODN,ABCA6,ABI3BP","connective tissue cell","connective tissue cell","CL:0002320","connective tissue cell","Mesenchymal cell","mesenchymal cell","CL:0008019","mesenchymal cell",0,NA,NA,NA,NA,NA,"Epithelial Cells","epithelial cell","CL:0000066","epithelial cell",0,"NA",NA,NA,NA,0,"Fibroblasts","fibroblast","CL:0000057","fibroblast",0,"Hepatic stellate cells","hepatic stellate cell","CL:0000632","fibroblast",0
"tabulasapiens","Uterus","IL7R,CD3D,CXCR4,PTPRC,CD2,RGS1,CD3E,CYTIP,ARHGDIB,TRBC2","t cell","T cell","CL:0000084","t/nk cell","T cells","T cell","CL:0000084","t/nk cell",1,NA,NA,NA,NA,NA,"T Cells","T cell","CL:0000084","t/nk cell",1,"NA",NA,NA,NA,0,"T_cells","T cell","CL:0000084","t/nk cell",1,"Memory CD8+ T cells","CD8-positive, alpha-beta memory T cell","CL:0000909","t/nk cell",0.5
"tabulasapiens","Uterus","SFRP4,COL1A1,MMP11,COL3A1,LUM,IGF1,COL1A2,DCN,MEG3,FBLN1","fibroblast","fibroblast","CL:0000057","fibroblast","Fibroblasts","fibroblast","CL:0000057","fibroblast",1,NA,NA,NA,NA,NA,"Fibroblasts","fibroblast","CL:0000057","fibroblast",1,"Fibroblast","fibroblast","CL:0000057","fibroblast",1,"Fibroblasts","fibroblast","CL:0000057","fibroblast",1,"Stromal cells","stromal cell","CL:0000499","stromal cell",0.5
"tabulasapiens","Uterus","TYROBP,FCER1G,EREG,AIF1,LYZ,CD163,LAPTM5,BCL2A1,S100A9,CD14","macrophage","macrophage","CL:0000235","macrophage/monocyte","Macrophages","macrophage","CL:0000235","macrophage/monocyte",1,NA,NA,NA,NA,NA,"Macrophages / Monocytes","macrophage,monocyte","CL:0000235,CL:0000576","macrophage/monocyte",0.5,"M2 macrophage","alternatively activated macrophage","CL:0000890","macrophage/monocyte",0.5,"Macrophage","macrophage","CL:0000235","macrophage/monocyte",1,"Kupffer cells","Kupffer cell","CL:0000091","macrophage/monocyte",0.5
"tabulasapiens","Uterus","SPC25,CKAP2L,KIR2DL4,CDCA5,MKI67,KNL1,NUSAP1,NCAPH,FAM111B,KIFC1","immune cell",NA,NA,"immune cell","Proliferating cells",NA,NA,NA,0,NA,NA,NA,NA,NA,"Proliferating Cells (Various)",NA,NA,NA,0,"NA",NA,NA,NA,0,"NK_cell","natural killer cell","CL:0000623","t/nk cell",0.5,"CD8+ NKT-like cells",NA,NA,"t/nk cell",0.5
"tabulasapiens","Uterus","HIGD1B,RGS5,COX4I2,NDUFA4L2,SEPT4,CDH6,SLC38A11,SLIT3,LRRC10B,GJA4","pericyte cell","pericyte","CL:0000669","pericyte","Smooth muscle cells","smooth muscle cell","CL:0000192","muscle cell",0,NA,NA,NA,NA,NA,"Smooth Muscle Cells / Fibroblasts","smooth muscle cell,fibroblast","CL:0000192,CL:0000057","muscle cell,fibroblast",0.5,"Endometrial stromal cell","stromal cell of endometrium","CL:0002255","stromal cell",0.5,"Tissue_stem_cells",NA,NA,"stem cell",0,"Pericytes","pericyte","CL:0000669","pericyte",1
"tabulasapiens","Uterus","UCA1,EPCAM,MUC16,UGT2B7,EHF,MAL2,CDH1,ANXA3,BX571818.1,S100A14","epithelial cell of uterus","epithelial cell of uterus","CL:0002149","epithelial cell","Epithelial cells","epithelial cell","CL:0000066","epithelial cell",0.5,NA,NA,NA,NA,NA,"Epithelial Cells","epithelial cell","CL:0000066","epithelial cell",0.5,"Epithelial cell","epithelial cell","CL:0000066","epithelial cell",0.5,"Epithelial_cells","epithelial cell","CL:0000066","epithelial cell",0.5,"Cholangiocytes","cholangiocyte","CL:1000488","epithelial cell",0.5
"tabulasapiens","Uterus","TM4SF1,SELE,FLT1,CD93,C2CD4B,CSF3,SPRY1,CALCRL,SERPINE1,PECAM1","endothelial cell","endothelial cell","CL:0000115","endothelial cell","Endothelial cells","endothelial cell","CL:0000115","endothelial cell",1,NA,NA,NA,NA,NA,"Endothelial Cells","endothelial cell","CL:0000115","endothelial cell",1,"Endothelial cell","endothelial cell","CL:0000115","endothelial cell",1,"Endothelial_cells","endothelial cell","CL:0000115","endothelial cell",1,"Endothelial","endothelial cell","CL:0000115","endothelial cell",1
"tabulasapiens","Uterus","PCLAF,UBE2C,MKI67,TOP2A,BIRC5,AURKB,TPX2,PBK,CCNB2,MYBL2","epithelial cell","epithelial cell","CL:0000066","epithelial cell","Cancer cells","malignant cell","CL:0001064","malignant cell",0,NA,NA,NA,NA,NA,"Proliferating Cells (Various)",NA,NA,NA,0,"Epithelial cell","epithelial cell","CL:0000066","epithelial cell",1,"Epithelial_cells","epithelial cell","CL:0000066","epithelial cell",1,"Cholangiocytes","cholangiocyte","CL:1000488","epithelial cell",0.5
"tabulasapiens","Uterus","FAM81B,CFAP73,SPAG17,CD164L2,CDHR4,STOML3,CFAP52,C11orf16,FRMPD2,FAM216B","ciliated epithelial cell","ciliated epithelial cell","CL:0000067","epithelial cell","Ciliated epithelial cells","ciliated epithelial cell","CL:0000067","epithelial cell",1,NA,NA,NA,NA,NA,"Various",NA,NA,NA,0,"NA",NA,NA,NA,0,"Epithelial_cells","epithelial cell","CL:0000066","epithelial cell",0.5,"Ciliated epithelial cells","ciliated epithelial cell","CL:0000067","epithelial cell",1
"tabulasapiens","Uterus","PROX1,DPEP1,CAVIN2,AC007998.3,PCDH12,GRAP,MMRN1,DIPK2B,CCM2L,FLT4","endothelial cell of lymphatic vessel","endothelial cell of lymphatic vessel","CL:0002138","endothelial cell","Lymphatic endothelial cells","endothelial cell of lymphatic vessel","CL:0002138","endothelial cell",1,NA,NA,NA,NA,NA,"Lymphatic Endothelial Cells","endothelial cell of lymphatic vessel","CL:0002138","endothelial cell",1,"NA",NA,NA,NA,0,"Endothelial_cells","endothelial cell","CL:0000115","endothelial cell",0.5,"Endothelial cells","endothelial cell","CL:0000115","endothelial cell",0.5
"tabulasapiens","Uterus","ACTG2,DES,PLN,CNN1,MYH11,SOD3,FHL5,LMOD1,KCNMB1,C2orf40","myometrial cell","myometrial cell","CL:0002366","muscle cell","Smooth muscle cells","smooth muscle cell","CL:0000192","muscle cell",0.5,NA,NA,NA,NA,NA,"Smooth Muscle Cells","smooth muscle cell","CL:0000192","muscle cell",0.5,"Endometrial stromal cell","stromal cell of endometrium","CL:0002255","stromal cell",0,"Tissue_stem_cells",NA,NA,"stem cell",0,"Hepatic stellate cells","hepatic stellate cell","CL:0000632","fibroblast",0
"tabulasapiens","Uterus","KLRC1,TMIGD2,NCAM1,KRT81,TRDC,SH2D1B,SLA2,KLRC2,GAPDHS,KRT86","nk cell","natural killer cell","CL:0000623","t/nk cell","Natural killer cells","natural killer cell","CL:0000623","t/nk cell",1,NA,NA,NA,NA,NA,"NK Cells / T Cells","natural killer cell,T cell","CL:0000623,CL:0000084","t/nk cell",0.5,"NA",NA,NA,NA,0,"NK_cell","natural killer cell","CL:0000623","t/nk cell",1,"CD8+ NKT-like cells",NA,NA,"t/nk cell",0.5
"tabulasapiens","Uterus","CD19,PNOC,IGLV6-57,TNFRSF13B,PAX5,TNFRSF17,BLK,CD79A,FCRL5,POU2AF1","b cell","B cell","CL:0000236","b cell","B cells","B cell","CL:0000236","b cell",1,NA,NA,NA,NA,NA,"B Cells / Plasma Cells","plasma cell","CL:0000786","b cell",0.5,"B-2 cell","B-2 B cell","CL:0000822","b cell",0.5,"B_cell","B cell","CL:0000236","b cell",1,"Memory B cells","memory B cell","CL:0000787","b cell",0.5
"tabulasapiens","Uterus","MYH11,SOD3,RERGL,PLN,GJA4,SORBS2,FHL5,C2orf40,FRZB,NTRK2","vascular associated smooth muscle cell","vascular associated smooth muscle cell","CL:0000359","muscle cell","Myocytes","muscle cell","CL:0000187","muscle cell",0.5,NA,NA,NA,NA,NA,"Smooth Muscle Cells","smooth muscle cell","CL:0000192","muscle cell",0.5,"Endometrial stromal cell","stromal cell of endometrium","CL:0002255","stromal cell",0,"Tissue_stem_cells",NA,NA,"stem cell",0,"Smooth muscle cells","smooth muscle cell","CL:0000192","muscle cell",0.5
"tabulasapiens","Vasculature","MFAP5,DCN,MGST1,PLA2G2A,SCARA5,C3,FBLN1,SERPINF1,IGF1,CCDC80","fibroblast","fibroblast","CL:0000057","fibroblast","Fibroblasts","fibroblast","CL:0000057","fibroblast",1,NA,NA,NA,NA,NA,"Fibroblasts","fibroblast","CL:0000057","fibroblast",1,"NA",NA,NA,NA,0,"Fibroblasts","fibroblast","CL:0000057","fibroblast",1,"Renal interstitium (Mesenchymal cells)",NA,NA,"mesenchymal cell",0
"tabulasapiens","Vasculature","ITGA8,MYH11,PPP1R14A,PLN,ACTA2,RGS5,CCN3,IGFBP2,RAMP1,TPM2","smooth muscle cell","smooth muscle cell","CL:0000192","muscle cell","Smooth Muscle Cells","smooth muscle cell","CL:0000192","muscle cell",1,NA,NA,NA,NA,NA,"Smooth Muscle Cells","smooth muscle cell","CL:0000192","muscle cell",1,"Mural cell","mural cell","CL:0008034","mural cell",0,"Fibroblasts","fibroblast","CL:0000057","fibroblast",0,"Hepatic stellate cells","hepatic stellate cell","CL:0000632","fibroblast",0
"tabulasapiens","Vasculature","CD163,C1QA,C1QB,C1QC,MRC1,TYROBP,VSIG4,FCER1G,F13A1,MS4A6A","macrophage","macrophage","CL:0000235","macrophage/monocyte","Macrophages","macrophage","CL:0000235","macrophage/monocyte",1,NA,NA,NA,NA,NA,"Macrophages / Monocytes","macrophage,monocyte","CL:0000235,CL:0000576","macrophage/monocyte",0.5,"NA",NA,NA,NA,0,"Macrophage","macrophage","CL:0000235","macrophage/monocyte",1,"Kupffer cells","Kupffer cell","CL:0000091","macrophage/monocyte",0.5
"tabulasapiens","Vasculature","STEAP4,NOTCH3,FABP4,INPP4B,ACTA2,SLC7A2,TINAGL1,GJA4,LGI4,MYLK","pericyte cell","pericyte","CL:0000669","pericyte","Pericytes","pericyte","CL:0000669","pericyte",1,NA,NA,NA,NA,NA,"Endothelial Cells","endothelial cell","CL:0000115","endothelial cell",0,"Mural cell","mural cell","CL:0008034","mural cell",0,"Tissue_stem_cells",NA,NA,"stem cell",0,"Smooth muscle cells","smooth muscle cell","CL:0000192","muscle cell",0
"tabulasapiens","Vasculature","BTNL9,SEMA3G,HEY1,JAG2,FCN3,ABCB1,ST8SIA6,DLL4,CLIC5,DACH1","artery endothelial cell","endothelial cell of artery","CL:1000413","endothelial cell","Arterial Endothelial Cells","endothelial cell of artery","CL:1000413","endothelial cell",1,NA,NA,NA,NA,NA,"Endothelial Cells / Smooth Muscle Cells","endothelial cell,smooth muscle cell","CL:0000115,CL:0000192","endothelial cell,muscle cell",0.5,"NA",NA,NA,NA,0,"Endothelial_cells","endothelial cell","CL:0000115","endothelial cell",0.5,"Endothelial","endothelial cell","CL:0000115","endothelial cell",0.5
"tabulasapiens","Vasculature","ALAS2,HBD,CA1,HBM,AHSP,TRIM58,HBQ1,SLC4A1,HEMGN,EPB42","erythrocyte","erythrocyte","CL:0000232","erythroid cell","Erythroid Cells","erythroid lineage cell","CL:0000764","erythroid cell",0.5,NA,NA,NA,NA,NA,"Erythrocytes / Red Blood Cells","erythrocyte,primitive red blood cell","CL:0000232,CL:0002355","erythroid cell",0.5,"NA",NA,NA,NA,0,"Erythroblast","erythroblast","CL:0000765","erythroid cell",0.5,"Erythroid-like and erythroid precursor cells","erythroid lineage cell,erythroid progenitor cell","CL:0000764,CL:0000038","erythroid cell,progenitor cell",0.5
"tabulasapiens","Vasculature","CXCR4,CD69,IL7R,CCL5,IL32,CD2,CD3E,CD52,CD3D,GZMA","t cell","T cell","CL:0000084","t/nk cell","T cells","T cell","CL:0000084","t/nk cell",1,NA,NA,NA,NA,NA,"T Cells","T cell","CL:0000084","t/nk cell",1,"NA",NA,NA,NA,0,"T_cells","T cell","CL:0000084","t/nk cell",1,"Memory CD8+ T cells","CD8-positive, alpha-beta memory T cell","CL:0000909","t/nk cell",0.5
"tabulasapiens","Vasculature","TPSB2,TPSAB1,CPA3,RHEX,IL1RL1,KIT,HPGDS,CTSG,MS4A2,SLC18A2","mast cell","mast cell","CL:0000097","granulocyte","Mast Cells","mast cell","CL:0000097","granulocyte",1,NA,NA,NA,NA,NA,"Mast Cells / Basophils","mast cell,basophil","CL:0000097,CL:0000767","granulocyte",0.5,"NA",NA,NA,NA,0,"NK_cell","natural killer cell","CL:0000623","t/nk cell",0.5,"Mast cells","mast cell","CL:0000097","granulocyte",1
"tabulasapiens","Vasculature","MS4A1,CD79A,TNFRSF13C,BLK,IGHD,FCRL1,TNFRSF13B,AL139020.1,LINC01781,FCRLA","b cell","B cell","CL:0000236","b cell","B cells","B cell","CL:0000236","b cell",1,NA,NA,NA,NA,NA,"B Cells / Plasma Cells","plasma cell","CL:0000786","b cell",0.5,"NA",NA,NA,NA,0,"B_cell","B cell","CL:0000236","b cell",1,"Naive B cells","naive B cell","CL:0000788","b cell",0.5
"tabulasapiens","Vasculature","KLRD1,NKG7,XCL2,CTSW,XCL1,GNLY,GZMA,KLRB1,KLRC1,PRF1","nk cell","natural killer cell","CL:0000623","t/nk cell","Natural Killer Cells","natural killer cell","CL:0000623","t/nk cell",1,NA,NA,NA,NA,NA,"NK Cells","natural killer cell","CL:0000623","t/nk cell",1,"NA",NA,NA,NA,0,"NK_cell","natural killer cell","CL:0000623","t/nk cell",1,"CD8+ NKT-like cells",NA,NA,"t/nk cell",0.5
"tabulasapiens","Vasculature","JCHAIN,MZB1,DERL3,IGHG2,IGHA2,TNFRSF17,SDC1,FCRL5,IGLV3-1,TNFRSF18","plasma cell","plasma cell","CL:0000786","b cell","Plasma Cells","plasma cell","CL:0000786","b cell",1,NA,NA,NA,NA,NA,"Plasma Cells / B Cells","plasma cell,B cell","CL:0000786,CL:0000236","b cell",0.5,"NA",NA,NA,NA,0,"B_cell","B cell","CL:0000236","b cell",0.5,"Plasma B cells","plasma cell","CL:0000786","b cell",1
"tabulasapiens","Vasculature","TFF3,PKHD1L1,PROX1,NTS,FLT4,RELN,GPR182,STAB2,AC137056.1,AC007998.3","lymphatic endothelial cell","endothelial cell of lymphatic vessel","CL:0002138","endothelial cell","Lymphatic Endothelial Cells","endothelial cell of lymphatic vessel","CL:0002138","endothelial cell",1,NA,NA,NA,NA,NA,"Lymphatic Endothelial Cells","endothelial cell of lymphatic vessel","CL:0002138","endothelial cell",1,"NA",NA,NA,NA,0,"Endothelial_cells","endothelial cell","CL:0000115","endothelial cell",0.5,"Lymphatic endothelial cells","endothelial cell of lymphatic vessel","CL:0002138","endothelial cell",1
"tabulasapiens","Vasculature","VWF,ACKR1,PLVAP,PECAM1,AQP1,RAMP3,CLEC14A,SOX18,S1PR1,TSPAN7","endothelial cell","endothelial cell","CL:0000115","endothelial cell","Endothelial Cells","endothelial cell","CL:0000115","endothelial cell",1,NA,NA,NA,NA,NA,"Endothelial Cells","endothelial cell","CL:0000115","endothelial cell",1,"NA",NA,NA,NA,0,"Endothelial_cells","endothelial cell","CL:0000115","endothelial cell",1,"Endothelial","endothelial cell","CL:0000115","endothelial cell",1
"tabulasapiens","Vasculature","MSLN,UPK3B,MUC16,CALB2,KLK11,BICDL1,CHAC1,TGM1,CXADR,ANXA8","epithelial cell","epithelial cell","CL:0000066","epithelial cell","Epithelial Cells","epithelial cell","CL:0000066","epithelial cell",1,NA,NA,NA,NA,NA,"Epithelial Cells","epithelial cell","CL:0000066","epithelial cell",1,"NA",NA,NA,NA,0,"Fibroblasts","fibroblast","CL:0000057","fibroblast",0,"Epicardial fat cells","epicardial adipocyte","CL:1000309","fat cell",0
