"dataset","tissue","marker","manual_annotation","manual_CLname","manual_CLID","manual_broadtype","gpt4aug3_annotation","gpt4aug3_CLname","gpt4aug3_CLID","gpt4aug3_broadtype","gpt4aug3_agreement"
"tabulasapiens_top20","Spleen","IGHV3-66,IGHV3-53,IGHV3-64D,IGHV3OR16-9,IGKV3D-11,IGKV3-15,TXNDC5,IGHV3-15,IGLV2-5,IGKV3-11,IGLV6-57,HIST1H3C,AL138963.3,HIST1H4F,HIST1H1B,IGLL5,RRM2,IGLV2-8,MZB1,IGHG2","plasmacytoid dendritic cell","plasmacytoid dendritic cell","CL:0000784","dendritic cell","Plasma cells","plasma cell","CL:0000786","b cell",0.5
"tabulasapiens_top20","Spleen","TRGC2,TRDC,MTND1P23,KLRD1,XCL2,ITGAD,B3GNT7,CMC1,CCL5,ADRB1,CCL3L1,RPL10P9,AKAP5,CTSW,KLRB1,EOMES,XCL1,CD7,CEMIP2,SYTL3","mature nk t cell","mature NK T cell","CL:0000814","t/nk cell","Natural Killer T cells","mature NK T cell","CL:0000814","t/nk cell",1
"tabulasapiens_top20","Spleen","PCLAF,MKI67,ASPM,CCNB2,CEP55,SLC27A2,MND1,UBE2C,MT1E,TPX2,KIF11,TOP2A,CDKN3,SPC24,GTSE1,NUF2,TYMS,CDK1,CRNDE,CENPF","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell","CL:0000625","t/nk cell","Proliferating cells",NA,NA,NA,0
"tabulasapiens_top30","Spleen","GZMK,CCL5,CD8A,CD3E,CD3D,IL32,GZMA,CD3G,CD2,CD8B,DUSP2,NKG7,CCL4,IL7R,CTSW,KLRG1,TRAC,LCK,RGS1,FYN,BCL11B,GZMM,KLRD1,CMC1,TRBC1,KLRB1,TRBC2,CD69,SH2D1A,RARRES3","cd8-positive, alpha-beta memory t cell","CD8-positive, alpha-beta memory T cell","CL:0000909","t/nk cell","T Cells","T cell","CL:0000084","t/nk cell",0.5
"tabulasapiens_top30","Spleen","C1QB,SELENOP,C1QA,C1QC,CD5L,APOE,SLC40A1,MS4A7,APOC1,VCAM1,HMOX1,LIPA,LGMN,CXCL12,PDK4,CST3,CREG1,CTSB,CTSL,FABP5,CPVL,MPEG1,FGL2,CSF1R,BLVRB,CD163,SDC3,SPIC,AIF1,MMP19","macrophage","macrophage","CL:0000235","macrophage/monocyte","Macrophages","macrophage","CL:0000235","macrophage/monocyte",1
"tabulasapiens_top30","Spleen","IL7R,LEF1,MAL,TCF7,BCL11B,CD3E,TRAC,CD3D,SPOCK2,CD3G,CCR7,RCAN3,NOSIP,INPP4B,CAMK4,LEPROTL1,PRKCQ-AS1,RGCC,TRABD2A,AP3M2,TRAT1,ITK,CD28,GAS5,SARAF,NOP53,SERINC5,PASK,CHRM3-AS2,TSHZ2","naive thymus-derived cd4-positive, alpha-beta t cell","naive thymus-derived CD4-positive, alpha-beta T cell","CL:0000895","t/nk cell","T Cells","T cell","CL:0000084","t/nk cell",0.5
"tabulasapiens_top30","Spleen","LTF,LCN2,OLFM4,RETN,MMP8,PGLYRP1,CEACAM8,CRISP3,CYP4F3,HP,BPI,TCN1,CHIT1,ABCA13,VSTM1,COL17A1,MS4A3,SERPINB10,CEBPE,CEACAM1,PADI4,CAMP,CEACAM6,HTRA3,ARG1,ORM2,CD24,KLF5,CHI3L1,ANXA3","intermediate monocyte","intermediate monocyte","CL:0002393","macrophage/monocyte","Neutrophils","neutrophil","CL:0000775","granulocyte",0
"tabulasapiens_top30","Spleen","IFI27,ITGA1,PCDH17,LIMCH1,TIMP3,CAV1,CAVIN2,NTN4,INSR,CD36,NR2F2,KAZN,SEMA3D,AIF1L,CDH11,ARHGAP29,PTPRB,PEAK1,HYAL2,GNG11,RNASE1,CAVIN1,KLF4,A2M,UACA,LYVE1,VWF,PCSK6,DHCR24,ADGRF5","endothelial cell","endothelial cell","CL:0000115","endothelial cell","Endothelial Cells","endothelial cell","CL:0000115","endothelial cell",1
"tabulasapiens_top30","Spleen","MS4A1,BANK1,CD79A,HLA-DRA,TNFRSF13C,CD22,LINC01781,RALGPS2,BLK,BCL11A,HLA-DPB1,HLA-DPA1,TNFRSF13B,LY9,VPREB3,LTB,CD83,CD74,SMIM14,LINC01857,CD52,CD19,NAPSB,CR2,CD79B,IRF8,HLA-DQA1,ADAM28,LY86,PAX5","memory b cell","memory B cell","CL:0000787","b cell","B cells","B cell","CL:0000236","b cell",0.5
"tabulasapiens_top30","Spleen","THBS1,VCAN,LYZ,EREG,CST3,FCN1,CD163,AIF1,TIMP1,MAFB,C5AR1,MS4A6A,CTSB,FGL2,LGALS1,VSIG4,HBEGF,PLAUR,CD14,CXCL2,CYBB,KCTD12,NLRP3,LGALS3,MPEG1,MS4A7,CTSS,VEGFA,RNASE2,CSTA","classical monocyte","classical monocyte","CL:0000860","macrophage/monocyte","Macrophages","macrophage","CL:0000235","macrophage/monocyte",0.5
"tabulasapiens_top30","Spleen","FCGR3B,G0S2,CSF3R,S100P,S100A12,AQP9,IL1R2,IL1RN,VNN2,FPR1,CXCR2,S100A8,ALPL,CMTM2,SLC25A37,SERPINA1,BCL2A1,MNDA,SOD2,GCA,TREM1,CXCL8,FCGR2A,BASP1,ACSL1,S100A9,NAMPT,FAM129A,MMP25,CD177","neutrophil","neutrophil","CL:0000775","granulocyte","Neutrophils","neutrophil","CL:0000775","granulocyte",1
"tabulasapiens_top30","Spleen","IGHD,AL139020.1,CD79A,IGHM,LINC00926,MS4A1,STAG3,TNFRSF13C,HLA-DQA1,YBX3,BCL11A,AFF3,HLA-DRA,BANK1,LINC02397,CD83,HLA-DQB1,RALGPS2,HLA-DPA1,FCER2,FCRL1,CD22,CD79B,ADAM28,CD52,HLA-DMB,IRF8,CD37,FAM129C,CCR7","naive b cell","naive B cell","CL:0000788","b cell","B cells","B cell","CL:0000236","b cell",0.5
"tabulasapiens_top30","Spleen","MZB1,JCHAIN,TXNDC5,SEC11C,IGHG1,IGHG2,DERL3,FKBP11,PRDX4,XBP1,SDF2L1,MYDGF,ITM2C,HSP90B1,PDIA4,LMAN1,IGHG3,CD38,SSR3,TNFRSF17,IGLL5,HDLBP,PPIB,POU2AF1,RRBP1,KDELR2,PDIA6,MANF,RRM2,PIM2","plasma cell","plasma cell","CL:0000786","b cell","Plasma Cells","plasma cell","CL:0000786","b cell",1
"tabulasapiens_top30","Spleen","IL7R,CD3E,BCL11B,CD3D,IL32,SPOCK2,TRAC,TCF7,CD2,INPP4B,CD3G,ITK,TRAT1,LEPROTL1,CD69,RCAN3,CAMK4,CD40LG,CD28,LEF1,CD6,MAL,GPR171,TNFSF8,ZFP36L2,PASK,SARAF,ICOS,CD5,TRABD2A","cd4-positive, alpha-beta memory t cell","CD4-positive, alpha-beta memory T cell","CL:0000897","t/nk cell","T Cells","T cell","CL:0000084","t/nk cell",0.5
"tabulasapiens_top30","Spleen","KLRD1,TRGC2,TRDC,CCL5,CMC1,PIK3R1,CD160,CD3D,CD3E,RGS1,KLRB1,NKG7,CD3G,GZMK,IL32,CD7,EOMES,XCL2,GZMA,SYTL3,DTHD1,CD2,IKZF2,FYN,CTSW,HCST,RUNX3,CRTAM,CBLB,CASP17P","type i nk t cell","type I NK T cell","CL:0000921","t/nk cell","Natural Killer Cells","natural killer cell","CL:0000623","t/nk cell",0.5
"tabulasapiens_top30","Spleen","GNLY,FGFBP2,GZMB,CCL5,GZMA,CD3G,GZMH,NSG1,IL7R,CD3D,PRF1,LYAR,CD2,IL32,KLRD1,EFNA5,NKG7,TRAC,CD8A,PPP2R5C,KLRG1,HOPX,CD3E,CD8B,SAMD3,LINC01871,PRSS23,ANXA1,GIMAP7,SYTL2","naive thymus-derived cd8-positive, alpha-beta t cell","naive thymus-derived CD8-positive, alpha-beta T cell","CL:0000900","t/nk cell","Natural Killer Cells","natural killer cell","CL:0000623","t/nk cell",0.5
"tabulasapiens_top30","Spleen","GNLY,GZMB,PRF1,CCL4,NKG7,KLRD1,KLRF1,CLIC3,CCL3,CD7,SPON2,FGFBP2,CD247,GZMA,AREG,CTSW,IFNG,HOPX,IL2RB,TXK,S1PR5,KLRB1,CD69,BHLHE40,SYTL3,DUSP2,MATK,TNFRSF18,ARL4C,GNG2","nk cell","natural killer cell","CL:0000623","t/nk cell","Natural Killer Cells","natural killer cell","CL:0000623","t/nk cell",1
"tabulasapiens_top30","Spleen","KIT,LINC00299,MORC1,PNMT,GAPDHS,TNFSF11,SHD,PDZK1,STAC,DIPK1C,CYP26C1,SORCS1,PTPRD,PKDCC,IL23R,SPINK2,PCDH9,ADGRD1,RORC,PRKG1,RUNX2,RASSF8,IL4I1,CLIC5,IL1R1,DPPA4,TNFRSF18,TNFSF4,TMIGD2,HOXA7","innate lymphoid cell","innate lymphoid cell","CL:0001065","innate lymphoid cell","Mast Cells","mast cell","CL:0000097","granulocyte",0.5
"tabulasapiens_top30","Spleen","HBA1,HBD,CA1,AHSP,HBM,ALAS2,SLC4A1,SNCA,TRIM58,CA2,GYPB,HEMGN,FECH,SPTA1,HBQ1,SELENBP1,TMCC2,DMTN,KLF1,ANK1,EPB42,RHAG,GMPR,PDZK1IP1,NFIX,TAL1,GYPA,OSBP2,TMEM56,RHD","erythrocyte","erythrocyte","CL:0000232","erythroid cell","Erythrocytes","erythrocyte","CL:0000232","erythroid cell",1
"tabulasapiens_top30","Spleen","FOXP3,CTLA4,RTKN2,AC133644.2,LEF1,CCR4,CD28,IL2RA,MAL,ICOS,TBC1D4,DUSP4,SPOCK2,IL32,IKZF2,TRAC,CD5,ICA1,TNFRSF4,CD3D,CD3G,TIGIT,IL7R,DUSP16,LAYN,CHRM3-AS2,BCL11B,TNFRSF25,CD3E,SIRPG","regulatory t cell","regulatory T cell","CL:0000815","t/nk cell","Regulatory T Cells","regulatory T cell","CL:0000815","t/nk cell",1
"tabulasapiens_top30","Spleen","PF4,ITGA2B,GP9,TREML1,MPIG6B,CMTM5,TMEM40,PF4V1,ITGB3,LTBP1,CLEC1B,ALOX12,SELP,GP1BA,AC090409.1,AQP10,LY6G6F,BEND2,LINC00989,IRX3,AC137932.2,AP002478.1,MPL,SEC14L5,AL731557.1,UPK1A-AS1,LY6G6F-LY6G6D,SLC35D3,EGF,TUBB1","platelet","platelet","CL:0000233","platelet","Platelets","platelet","CL:0000233","platelet",1
"tabulasapiens_top30","Spleen","PRTN3,DEFA4,MS4A3,MYB,CTSG,RNASE3,PRSS57,CEACAM6,MSRB3,CYTL1,SERPINB10,PNMT,GATA1,DEFA1B,CPA3,FCER1A,DPPA4,DEFA1,PLPPR3,AL157895.1,PKLR,DEFA8P,KCNH2,HTR1F,CEACAM8,AZU1,BPI,RHAG,ZNF385D,KLF1","hematopoietic stem cell","hematopoietic stem cell","CL:0000037","stem cell","Basophils","mature basophil","CL:0000043","granulocyte",0
"tabulasapiens_top30","Spleen","LGALS2,CD1E,CLEC9A,UPK3A,HLA-DPB2,CDH17,IDO2,GLYATL2,IDO1,MYCL,RAB7B,CACNA2D3,PPP1R14A,ENHO,SLAMF8,C15orf48,CRIP3,NDRG2,AC064805.1,SERPINF1,PIGR,P2RY14,CYP2S1,NRARP,PKIB,NAV1,S100B,RAPGEF4,EBI3,FLT3","cd141-positive myeloid dendritic cell","CD141-positive myeloid dendritic cell","CL:0002394","dendritic cell","Dendritic Cells","dendritic cell","CL:0000451","dendritic cell",0.5
"tabulasapiens_top30","Spleen","CLEC9A,RAB7B,PPM1J,ENPP1,IDO1,UPK3A,MYCL,XCR1,CYP2S1,ARHGAP20,LGALS2,SERPINF2,HLA-DPB2,BATF3,SERPINF1,NDRG2,CLNK,GPR157,S100B,WFDC21P,FKBP1B,PLEKHA5,PKP2,ZNF366,NAV1,CADM1,C1orf54,NET1,PLCD1,DUSP4","cd1c-positive myeloid dendritic cell","CD1c-positive myeloid dendritic cell","CL:0002399","dendritic cell","Dendritic Cells","dendritic cell","CL:0000451","dendritic cell",0.5
"tabulasapiens_top30","Spleen","IGHV3-66,IGHV3-53,IGHV3-64D,IGHV3OR16-9,IGKV3D-11,IGKV3-15,TXNDC5,IGHV3-15,IGLV2-5,IGKV3-11,IGLV6-57,HIST1H3C,AL138963.3,HIST1H4F,HIST1H1B,IGLL5,RRM2,IGLV2-8,MZB1,IGHG2,IGLV1-47,IGKV1-33,IGKV3D-15,IGLV2-14,IGKV3-20,IGLV1-40,IGHV3-7,IGHV4-39,ITM2C,JCHAIN","plasmacytoid dendritic cell","plasmacytoid dendritic cell","CL:0000784","dendritic cell","B cells","B cell","CL:0000236","b cell",0.5
"tabulasapiens_top30","Spleen","TRGC2,TRDC,MTND1P23,KLRD1,XCL2,ITGAD,B3GNT7,CMC1,CCL5,ADRB1,CCL3L1,RPL10P9,AKAP5,CTSW,KLRB1,EOMES,XCL1,CD7,CEMIP2,SYTL3,S1PR5,HOPX,TRGV2,RGS1,NKG7,APBA2,IL2RB,AC243829.4,CNOT6L,RNF125","mature nk t cell","mature NK T cell","CL:0000814","t/nk cell","Natural Killer Cells","natural killer cell","CL:0000623","t/nk cell",0.5
"tabulasapiens_top30","Spleen","PCLAF,MKI67,ASPM,CCNB2,CEP55,SLC27A2,MND1,UBE2C,MT1E,TPX2,KIF11,TOP2A,CDKN3,SPC24,GTSE1,NUF2,TYMS,CDK1,CRNDE,CENPF,DLGAP5,HMMR,KIF15,BIRC5,CKAP2L,TROAP,NUSAP1,ESCO2,TYMSOS,AURKB","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell","CL:0000625","t/nk cell","Proliferating Cells",NA,NA,NA,0
"tabulasapiens_top10","Thymus","IL7R,CD3E,BCL11B,TCF7,FYB1,CD3D,CD69,LEF1,CD3G,ITK","cd4-positive helper t cell","CD4-positive helper T cell","CL:0000492","t/nk cell","T Cell","T cell","CL:0000084","t/nk cell",0.5
"tabulasapiens_top10","Thymus","CTLA4,PTPRCAP,CD3E,FOXP3,IKZF2,ZAP70,TIGIT,RTKN2,LCK,CD7","naive regulatory t cell","naive regulatory T cell","CL:0002677","t/nk cell","T Regulatory Cell","regulatory T cell","CL:0000815","t/nk cell",0.5
"tabulasapiens_top10","Thymus","NLRP6,CD7,SARAF,PBX4,EZR,FAAH2,RGCC,SYTL3,JUND,CREM","t follicular helper cell","T follicular helper cell","CL:0002038","t/nk cell","T Cell","T cell","CL:0000084","t/nk cell",0.5
"tabulasapiens_top10","Thymus","CCL4,CCL5,GZMK,NKG7,CST7,CD8A,GZMA,CTSW,DUSP2,CCL4L2","cd8-positive, alpha-beta cytotoxic t cell","CD8-positive, alpha-beta cytotoxic T cell","CL:0000794","t/nk cell","Cytotoxic T Cell","cytotoxic T cell","CL:0000910","t/nk cell",0.5
"tabulasapiens_top10","Thymus","UBE2C,CKAP2L,NEK2,PIMREG,KIF4A,KIF15,DLGAP5,KIF14,PLK1,KIF2C","dn4 thymocyte","DN4 thymocyte","CL:0000808","t/nk cell","Proliferating Cell",NA,NA,NA,0
"tabulasapiens_top10","Thymus","MS4A1,CD79A,HLA-DRA,CD83,CD74,BANK1,BLK,NAPSB,HLA-DPA1,HLA-DPB1","b cell","B cell","CL:0000236","b cell","B Cell","B cell","CL:0000236","b cell",1
"tabulasapiens_top10","Thymus","KRT19,PRG4,SLPI,KRT8,KRT18,UPK3B,MSLN,OGN,CALB2,MUC16","medullary thymic epithelial cell","medullary thymic epithelial cell","CL:0002365","epithelial cell","Epithelial Cell","epithelial cell","CL:0000066","epithelial cell",0.5
"tabulasapiens_top10","Thymus","DCN,APOD,CFD,MGST1,FBLN1,ADH1B,LUM,SERPINF1,MMP2,C1S","fibroblast","fibroblast","CL:0000057","fibroblast","Fibroblast","fibroblast","CL:0000057","fibroblast",1
"tabulasapiens_top10","Thymus","C1QB,C1QA,CD163,C1QC,TYROBP,FCER1G,RNASE1,MRC1,CTSB,VSIG4","macrophage","macrophage","CL:0000235","macrophage/monocyte","Monocyte","monocyte","CL:0000576","macrophage/monocyte",0.5
"tabulasapiens_top10","Thymus","ACTA2,TAGLN,TPM2,MYL9,MYH11,TPM1,C11orf96,PPP1R14A,MYLK,CALD1","vascular associated smooth muscle cell","vascular associated smooth muscle cell","CL:0000359","muscle cell","Smooth Muscle Cell","smooth muscle cell","CL:0000192","muscle cell",0.5
"tabulasapiens_top10","Thymus","MZB1,JCHAIN,IGHG1,TXNDC5,IGHG2,DERL3,XBP1,IGHG3,SEC11C,FKBP11","plasma cell","plasma cell","CL:0000786","b cell","Plasma Cell","plasma cell","CL:0000786","b cell",1
"tabulasapiens_top10","Thymus","ACKR1,PLVAP,AQP1,VWF,PECAM1,RAMP3,OLFM1,IFI27,LIFR,NPDC1","vein endothelial cell","vein endothelial cell","CL:0002543","endothelial cell","Endothelial Cell","endothelial cell","CL:0000115","endothelial cell",0.5
"tabulasapiens_top10","Thymus","BTNL9,FABP4,CD36,IFI27,VWF,CD300LG,RBP7,SLC9A3R2,ADGRF5,FLT1","capillary endothelial cell","capillary endothelial cell","CL:0002144","endothelial cell","Endothelial Cell","endothelial cell","CL:0000115","endothelial cell",0.5
"tabulasapiens_top10","Thymus","TM4SF1,IGFBP3,IFI27,SLC9A3R2,CLDN5,CLEC14A,CAV1,PECAM1,FAM107A,KCTD12","endothelial cell of artery","endothelial cell of artery","CL:1000413","endothelial cell","Endothelial Cell","endothelial cell","CL:0000115","endothelial cell",0.5
"tabulasapiens_top10","Thymus","GNLY,NKG7,KLRD1,GZMB,CCL3,TYROBP,FCER1G,KLRF1,CLIC3,FCGR3A","nk cell","natural killer cell","CL:0000623","t/nk cell","Natural Killer Cell","natural killer cell","CL:0000623","t/nk cell",1
"tabulasapiens_top10","Thymus","HBA1,HBD,CA1,AHSP,ALAS2,HBM,SLC4A1,TRIM58,RHAG,GYPB","erythrocyte","erythrocyte","CL:0000232","erythroid cell","Erythrocyte","erythrocyte","CL:0000232","erythroid cell",1
"tabulasapiens_top10","Thymus","S100A9,S100A8,LYZ,TYROBP,MNDA,CD163,AIF1,VCAN,C5AR1,FCER1G","monocyte","monocyte","CL:0000576","macrophage/monocyte","Macrophage","macrophage","CL:0000235","macrophage/monocyte",0.5
"tabulasapiens_top10","Thymus","MMRN1,NTS,CD9,TFF3,PKHD1L1,EFEMP1,TGM2,PROX1,PPFIBP1,CAVIN2","endothelial cell of lymphatic vessel","endothelial cell of lymphatic vessel","CL:0002138","endothelial cell","Epithelial Cell","epithelial cell","CL:0000066","epithelial cell",0.5
"tabulasapiens_top10","Thymus","CLEC9A,PPY,AL118508.1,LINC02206,LINC01724,MIR1273H,CEACAM3,CLCN1,AC092809.2,CYP2E1","myeloid dendritic cell","myeloid dendritic cell","CL:0000782","dendritic cell","Dendritic Cell","dendritic cell","CL:0000451","dendritic cell",0.5
"tabulasapiens_top10","Thymus","TRAC,TRBC1,RPS10,LDHB,CD3D,BCL11B,CD7,TRBC2,CD48,RPL22","dn3 thymocyte","DN3 thymocyte","CL:0000807","t/nk cell","T Cell","T cell","CL:0000084","t/nk cell",0.5
"tabulasapiens_top10","Thymus","CCL4,CCL5,GZMK,GZMA,NKG7,CST7,DUSP2,TNFAIP3,ID2,KLRB1","dn1 thymic pro-t cell","DN1 thymic pro-T cell","CL:0000894","progenitor cell","Cytotoxic T Cell","cytotoxic T cell","CL:0000910","t/nk cell",0
"tabulasapiens_top10","Thymus","IGLC2,IGKC,GPR183,IGHA1,RPS10,AREG,CD48,CXCR4,RPL22,LINC-PINT","innate lymphoid cell","innate lymphoid cell","CL:0001065","innate lymphoid cell","B Cell","B cell","CL:0000236","b cell",0
"tabulasapiens_top10","Thymus","CCL5,GZMK,GZMA,CCL4,CCL3L1,CD8A,CCL4L2,TRGC2,DTHD1,EOMES","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell","CL:0000625","t/nk cell","Cytotoxic T Cell","cytotoxic T cell","CL:0000910","t/nk cell",0.5
"tabulasapiens_top10","Thymus","MS4A1,TNFRSF13C,HLA-DRA,BANK1,HLA-DQA1,CD79A,ADAM28,RPL10P9,IRF8,MARCH1","memory b cell","memory B cell","CL:0000787","b cell","B Cell","B cell","CL:0000236","b cell",0.5
"tabulasapiens_top10","Thymus","IGHM,IGHD,AL139020.1,MS4A1,CD79A,LINC00926,HLA-DRA,HLA-DQA1,TNFRSF13C,CD79B","naive b cell","naive B cell","CL:0000788","b cell","B Cell","B cell","CL:0000236","b cell",0.5
"tabulasapiens_top10","Thymus","CALB2,ANXA8,KLK11,ITLN2,AC245041.2,DSC3,MAL2,RAET1E,PRR15L,LINC02360","mesothelial cell","mesothelial cell","CL:0000077","epithelial cell","Epithelial Cell","epithelial cell","CL:0000066","epithelial cell",0.5
"tabulasapiens_top10","Thymus","GNLY,KLRD1,FGFBP2,GZMB,NKG7,GZMA,GZMH,FCRL6,SAMD3,PRF1","mature nk t cell","mature NK T cell","CL:0000814","t/nk cell","Natural Killer Cell","natural killer cell","CL:0000623","t/nk cell",0.5
"tabulasapiens_top10","Thymus","TNNI2,TNNT3,MYL1,NEB,MYLPF,SAA1,MYBPC1,CKM,TNNC1,CMYA5","fast muscle cell","fast muscle cell","CL:0000190","muscle cell","Muscle Cell","muscle cell","CL:0000187","muscle cell",0.5
"tabulasapiens_top10","Thymus","AC020656.1,FLT3,LGALS2,CLEC9A,CD1E,MYCL,FCER1A,ST18,RGS18,UPK3A","dendritic cell","dendritic cell","CL:0000451","dendritic cell","Dendritic Cell","dendritic cell","CL:0000451","dendritic cell",1
"tabulasapiens_top10","Thymus","KIT,SH2D1B,KIAA0087,AC244502.1,XCL1,LINC00299,ABCB5,KLRC1,XCL2,SNAP91","immature natural killer cell","immature natural killer cell","CL:0000823","t/nk cell","Natural Killer Cell","natural killer cell","CL:0000623","t/nk cell",0.5
"tabulasapiens_top10","Thymus","SOX4,CCR9,ARMH1,SLAMF1,VIPR2,ITM2A,CLDN5,LEF1,SATB1,CD3D","thymocyte","thymocyte","CL:0000893","t/nk cell","T cell","T cell","CL:0000084","t/nk cell",0.5
"tabulasapiens_top10","Thymus","TPSB2,TPSAB1,CPA3,KIT,RHEX,MS4A2,HPGDS,CTSG,HDC,GCSAML","mast cell","mast cell","CL:0000097","granulocyte","Mast Cell","mast cell","CL:0000097","granulocyte",1
"tabulasapiens_top20","Thymus","IL7R,CD3E,BCL11B,TCF7,FYB1,CD3D,CD69,LEF1,CD3G,ITK,IL32,LEPROTL1,ARL4C,SPOCK2,CD2,PIK3IP1,RPL10P9,TXK,CAMK4,IKZF1","cd4-positive helper t cell","CD4-positive helper T cell","CL:0000492","t/nk cell","Thymocytes (T-Cells)","T cell","CL:0000084","t/nk cell",0.5
"tabulasapiens_top20","Thymus","CTLA4,PTPRCAP,CD3E,FOXP3,IKZF2,ZAP70,TIGIT,RTKN2,LCK,CD7,SARAF,FXYD5,LEF1,IL2RA,SPOCK2,ARHGAP9,ITK,HSPA8,LIME1,SELL","naive regulatory t cell","naive regulatory T cell","CL:0002677","t/nk cell","Regulatory T Cells","regulatory T cell","CL:0000815","t/nk cell",0.5
"tabulasapiens_top20","Thymus","NLRP6,CD7,SARAF,PBX4,EZR,FAAH2,RGCC,SYTL3,JUND,CREM,FAM177A1,PTPRCAP,CCR7,SPOCK2,VPS37B,AC129492.1,GPR132,USP36,STAT4,LYPD3","t follicular helper cell","T follicular helper cell","CL:0002038","t/nk cell","T Cells","T cell","CL:0000084","t/nk cell",0.5
"tabulasapiens_top20","Thymus","CCL4,CCL5,GZMK,NKG7,CST7,CD8A,GZMA,CTSW,DUSP2,CCL4L2,PRF1,CD8B,KLRD1,GZMM,KLRG1,XCL2,CRTAM,MATK,GZMH,EOMES","cd8-positive, alpha-beta cytotoxic t cell","CD8-positive, alpha-beta cytotoxic T cell","CL:0000794","t/nk cell","Cytotoxic T Cells","cytotoxic T cell","CL:0000910","t/nk cell",0.5
"tabulasapiens_top20","Thymus","UBE2C,CKAP2L,NEK2,PIMREG,KIF4A,KIF15,DLGAP5,KIF14,PLK1,KIF2C,TTK,CEP55,KIFC1,HMMR,CDCA2,BIRC5,GTSE1,KIF20A,CDCA8,KIF23","dn4 thymocyte","DN4 thymocyte","CL:0000808","t/nk cell","Kinetochore-associated Cells",NA,NA,NA,0
"tabulasapiens_top20","Thymus","MS4A1,CD79A,HLA-DRA,CD83,CD74,BANK1,BLK,NAPSB,HLA-DPA1,HLA-DPB1,IRF8,CD19,FCRLA,LINC01781,RPS2P5,IGKV1-5,IGLV2-14,LY9,IGLV1-40,RALGPS2","b cell","B cell","CL:0000236","b cell","B Cells","B cell","CL:0000236","b cell",1
"tabulasapiens_top20","Thymus","KRT19,PRG4,SLPI,KRT8,KRT18,UPK3B,MSLN,OGN,CALB2,MUC16,CFB,CPB1,KLK11,KRT7,PDPN,KRT5,CLDN1,C19orf33,HAS1,COL8A1","medullary thymic epithelial cell","medullary thymic epithelial cell","CL:0002365","epithelial cell","Mucosal Epithelial Cells",NA,NA,"epithelial cell",0.5
"tabulasapiens_top20","Thymus","DCN,APOD,CFD,MGST1,FBLN1,ADH1B,LUM,SERPINF1,MMP2,C1S,C3,MGP,IGFBP6,COL6A3,C7,COL6A2,COL6A1,LAMA2,GPX3,MFAP5","fibroblast","fibroblast","CL:0000057","fibroblast","Fibroblasts","fibroblast","CL:0000057","fibroblast",1
"tabulasapiens_top20","Thymus","C1QB,C1QA,CD163,C1QC,TYROBP,FCER1G,RNASE1,MRC1,CTSB,VSIG4,MS4A6A,LYVE1,AIF1,MS4A4A,MS4A7,MAFB,CTSD,S100A9,CD14,PLTP","macrophage","macrophage","CL:0000235","macrophage/monocyte","Macrophages","macrophage","CL:0000235","macrophage/monocyte",1
"tabulasapiens_top20","Thymus","ACTA2,TAGLN,TPM2,MYL9,MYH11,TPM1,C11orf96,PPP1R14A,MYLK,CALD1,NOTCH3,AP002956.1,LMOD1,IGFBP5,IGFBP7,CSRP1,ADIRF,CRYAB,MAP1B,RGS5","vascular associated smooth muscle cell","vascular associated smooth muscle cell","CL:0000359","muscle cell","Smooth Muscle Cells","smooth muscle cell","CL:0000192","muscle cell",0.5
"tabulasapiens_top20","Thymus","MZB1,JCHAIN,IGHG1,TXNDC5,IGHG2,DERL3,XBP1,IGHG3,SEC11C,FKBP11,ITM2C,SDF2L1,IGLL5,MYDGF,CD38,POU2AF1,PRDX4,IGLC2,PDIA4,TNFRSF17","plasma cell","plasma cell","CL:0000786","b cell","Plasma Cells","plasma cell","CL:0000786","b cell",1
"tabulasapiens_top20","Thymus","ACKR1,PLVAP,AQP1,VWF,PECAM1,RAMP3,OLFM1,IFI27,LIFR,NPDC1,ADGRL4,A2M,EGFL7,CCL14,ETS2,SLCO2A1,ADAMTS9,SOX18,CLU,FLT1","vein endothelial cell","vein endothelial cell","CL:0002543","endothelial cell","Endothelial Cells","endothelial cell","CL:0000115","endothelial cell",0.5
"tabulasapiens_top20","Thymus","BTNL9,FABP4,CD36,IFI27,VWF,CD300LG,RBP7,SLC9A3R2,ADGRF5,FLT1,ADGRL4,FCN3,EPAS1,F8,A2M,PECAM1,ID1,HYAL2,CAV1,CLEC14A","capillary endothelial cell","capillary endothelial cell","CL:0002144","endothelial cell","Adipocytes","fat cell","CL:0000136","fat cell",0
"tabulasapiens_top20","Thymus","TM4SF1,IGFBP3,IFI27,SLC9A3R2,CLDN5,CLEC14A,CAV1,PECAM1,FAM107A,KCTD12,PODXL,EPAS1,RNASE1,EFNB2,PLPP1,SOX18,PALMD,PTPRB,CRIP2,RAMP2","endothelial cell of artery","endothelial cell of artery","CL:1000413","endothelial cell","Endothelial Cells","endothelial cell","CL:0000115","endothelial cell",0.5
